Designator Footprint          Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment   

FID3       FIDUCIAL         2470mil       8050mil       2470mil       8050mil       2470mil       8050mil  T         90.00 FIDUCIAL  
R17.2      0603             4220mil       7170mil       4220mil       7170mil   4186.535mil       7170mil  T        360.00 RESISTOR  
R17.3      0603             4220mil       6680mil       4220mil       6680mil   4186.535mil       6680mil  T        360.00 RESISTOR  
R17.4      0603             4220mil       6190mil       4220mil       6190mil   4186.535mil       6190mil  T        360.00 RESISTOR  
R17.5      0603             4220mil       5700mil       4220mil       5700mil   4186.535mil       5700mil  T        360.00 RESISTOR  
R17.6      0603             4220mil       5170mil       4220mil       5170mil   4186.535mil       5170mil  T        360.00 RESISTOR  
R17.7      0603             4220mil       4680mil       4220mil       4680mil   4186.535mil       4680mil  T        360.00 RESISTOR  
R17.8      0603             4220mil       4190mil       4220mil       4190mil   4186.535mil       4190mil  T        360.00 RESISTOR  
R17.9      0603             4220mil       3700mil       4220mil       3700mil   4186.535mil       3700mil  T        360.00 RESISTOR  
R17.10     0603             4220mil       3210mil       4220mil       3210mil   4186.535mil       3210mil  T        360.00 RESISTOR  
R18.1      0603             4200mil       7780mil       4200mil       7780mil   4233.465mil       7780mil  T        180.00 RESISTOR  
R18.2      0603             4200mil       7290mil       4200mil       7290mil   4233.465mil       7290mil  T        180.00 RESISTOR  
R18.3      0603             4200mil       6800mil       4200mil       6800mil   4233.465mil       6800mil  T        180.00 RESISTOR  
R18.4      0603             4200mil       6310mil       4200mil       6310mil   4233.465mil       6310mil  T        180.00 RESISTOR  
R18.5      0603             4200mil       5820mil       4200mil       5820mil   4233.465mil       5820mil  T        180.00 RESISTOR  
R18.6      0603             4200mil       5290mil       4200mil       5290mil   4233.465mil       5290mil  T        180.00 RESISTOR  
R18.7      0603             4200mil       4800mil       4200mil       4800mil   4233.465mil       4800mil  T        180.00 RESISTOR  
R18.8      0603             4200mil       4310mil       4200mil       4310mil   4233.465mil       4310mil  T        180.00 RESISTOR  
R18.9      0603             4200mil       3820mil       4200mil       3820mil   4233.465mil       3820mil  T        180.00 RESISTOR  
R18.10     0603             4200mil       3330mil       4200mil       3330mil   4233.465mil       3330mil  T        180.00 RESISTOR  
R19.1      0603             4380mil       7780mil       4380mil       7780mil   4346.535mil       7780mil  T        360.00 RESISTOR  
R19.2      0603             4380mil       7290mil       4380mil       7290mil   4346.535mil       7290mil  T        360.00 RESISTOR  
R19.3      0603             4380mil       6800mil       4380mil       6800mil   4346.535mil       6800mil  T        360.00 RESISTOR  
R19.4      0603             4380mil       6310mil       4380mil       6310mil   4346.535mil       6310mil  T        360.00 RESISTOR  
R19.5      0603             4380mil       5820mil       4380mil       5820mil   4346.535mil       5820mil  T        360.00 RESISTOR  
R19.6      0603             4380mil       5290mil       4380mil       5290mil   4346.535mil       5290mil  T        360.00 RESISTOR  
R19.7      0603             4380mil       4800mil       4380mil       4800mil   4346.535mil       4800mil  T        360.00 RESISTOR  
R19.8      0603             4380mil       4310mil       4380mil       4310mil   4346.535mil       4310mil  T        360.00 RESISTOR  
R19.9      0603             4380mil       3820mil       4380mil       3820mil   4346.535mil       3820mil  T        360.00 RESISTOR  
R19.10     0603             4380mil       3330mil       4380mil       3330mil   4346.535mil       3330mil  T        360.00 RESISTOR  
R20.1      0603             5120mil       7880mil       5120mil       7880mil   5086.535mil       7880mil  T        360.00 RESISTOR  
R20.2      0603             5120mil       7390mil       5120mil       7390mil   5086.535mil       7390mil  T        360.00 RESISTOR  
R20.3      0603             5120mil       6900mil       5120mil       6900mil   5086.535mil       6900mil  T        360.00 RESISTOR  
R20.4      0603             5120mil       6410mil       5120mil       6410mil   5086.535mil       6410mil  T        360.00 RESISTOR  
R20.5      0603             5120mil       5920mil       5120mil       5920mil   5086.535mil       5920mil  T        360.00 RESISTOR  
R20.6      0603             5120mil       5390mil       5120mil       5390mil   5086.535mil       5390mil  T        360.00 RESISTOR  
R20.7      0603             5120mil       4900mil       5120mil       4900mil   5086.535mil       4900mil  T        360.00 RESISTOR  
R20.8      0603             5120mil       4410mil       5120mil       4410mil   5086.535mil       4410mil  T        360.00 RESISTOR  
R20.9      0603             5120mil       3920mil       5120mil       3920mil   5086.535mil       3920mil  T        360.00 RESISTOR  
R20.10     0603             5120mil       3430mil       5120mil       3430mil   5086.535mil       3430mil  T        360.00 RESISTOR  
R21.1      0603             4960mil       7680mil       4960mil       7680mil   4926.535mil       7680mil  T        360.00 RESISTOR  
R21.2      0603             4960mil       7190mil       4960mil       7190mil   4926.535mil       7190mil  T        360.00 RESISTOR  
R21.3      0603             4960mil       6700mil       4960mil       6700mil   4926.535mil       6700mil  T        360.00 RESISTOR  
R21.4      0603             4960mil       6210mil       4960mil       6210mil   4926.535mil       6210mil  T        360.00 RESISTOR  
R21.5      0603             4960mil       5720mil       4960mil       5720mil   4926.535mil       5720mil  T        360.00 RESISTOR  
R21.6      0603             4960mil       5190mil       4960mil       5190mil   4926.535mil       5190mil  T        360.00 RESISTOR  
R21.7      0603             4960mil       4700mil       4960mil       4700mil   4926.535mil       4700mil  T        360.00 RESISTOR  
R21.8      0603             4960mil       4210mil       4960mil       4210mil   4926.535mil       4210mil  T        360.00 RESISTOR  
R21.9      0603             4960mil       3720mil       4960mil       3720mil   4926.535mil       3720mil  T        360.00 RESISTOR  
R21.10     0603             4960mil       3230mil       4960mil       3230mil   4926.535mil       3230mil  T        360.00 RESISTOR  
R22.1      0603             4960mil       7880mil       4960mil       7880mil   4926.535mil       7880mil  T        360.00 RESISTOR  
R22.2      0603             4960mil       7390mil       4960mil       7390mil   4926.535mil       7390mil  T        360.00 RESISTOR  
R22.3      0603             4960mil       6900mil       4960mil       6900mil   4926.535mil       6900mil  T        360.00 RESISTOR  
R22.4      0603             4960mil       6410mil       4960mil       6410mil   4926.535mil       6410mil  T        360.00 RESISTOR  
R22.5      0603             4960mil       5920mil       4960mil       5920mil   4926.535mil       5920mil  T        360.00 RESISTOR  
R22.6      0603             4960mil       5390mil       4960mil       5390mil   4926.535mil       5390mil  T        360.00 RESISTOR  
R22.7      0603             4960mil       4900mil       4960mil       4900mil   4926.535mil       4900mil  T        360.00 RESISTOR  
R22.8      0603             4960mil       4410mil       4960mil       4410mil   4926.535mil       4410mil  T        360.00 RESISTOR  
R22.9      0603             4960mil       3920mil       4960mil       3920mil   4926.535mil       3920mil  T        360.00 RESISTOR  
R22.10     0603             4960mil       3430mil       4960mil       3430mil   4926.535mil       3430mil  T        360.00 RESISTOR  
R23.1      0603             5100mil       7780mil       5100mil       7780mil   5133.465mil       7780mil  T        180.00 RESISTOR  
R23.2      0603             5100mil       7290mil       5100mil       7290mil   5133.465mil       7290mil  T        180.00 RESISTOR  
R23.3      0603             5100mil       6800mil       5100mil       6800mil   5133.465mil       6800mil  T        180.00 RESISTOR  
R23.4      0603             5100mil       6310mil       5100mil       6310mil   5133.465mil       6310mil  T        180.00 RESISTOR  
R23.5      0603             5100mil       5820mil       5100mil       5820mil   5133.465mil       5820mil  T        180.00 RESISTOR  
R23.6      0603             5100mil       5290mil       5100mil       5290mil   5133.465mil       5290mil  T        180.00 RESISTOR  
R23.7      0603             5100mil       4800mil       5100mil       4800mil   5133.465mil       4800mil  T        180.00 RESISTOR  
R23.8      0603             5100mil       4310mil       5100mil       4310mil   5133.465mil       4310mil  T        180.00 RESISTOR  
R23.9      0603             5100mil       3820mil       5100mil       3820mil   5133.465mil       3820mil  T        180.00 RESISTOR  
R23.10     0603             5100mil       3330mil       5100mil       3330mil   5133.465mil       3330mil  T        180.00 RESISTOR  
R24.1      0603             5120mil       7680mil       5120mil       7680mil   5086.535mil       7680mil  T        360.00 RESISTOR  
R24.2      0603             5120mil       7190mil       5120mil       7190mil   5086.535mil       7190mil  T        360.00 RESISTOR  
R24.3      0603             5120mil       6700mil       5120mil       6700mil   5086.535mil       6700mil  T        360.00 RESISTOR  
R24.4      0603             5120mil       6210mil       5120mil       6210mil   5086.535mil       6210mil  T        360.00 RESISTOR  
R24.5      0603             5120mil       5720mil       5120mil       5720mil   5086.535mil       5720mil  T        360.00 RESISTOR  
R24.6      0603             5120mil       5190mil       5120mil       5190mil   5086.535mil       5190mil  T        360.00 RESISTOR  
R24.7      0603             5120mil       4700mil       5120mil       4700mil   5086.535mil       4700mil  T        360.00 RESISTOR  
R24.8      0603             5120mil       4210mil       5120mil       4210mil   5086.535mil       4210mil  T        360.00 RESISTOR  
R24.9      0603             5120mil       3720mil       5120mil       3720mil   5086.535mil       3720mil  T        360.00 RESISTOR  
R24.10     0603             5120mil       3230mil       5120mil       3230mil   5086.535mil       3230mil  T        360.00 RESISTOR  
R25.1      0603             5120mil       7580mil       5120mil       7580mil   5086.535mil       7580mil  T        360.00 RESISTOR  
R25.2      0603             5120mil       7090mil       5120mil       7090mil   5086.535mil       7090mil  T        360.00 RESISTOR  
R25.3      0603             5120mil       6600mil       5120mil       6600mil   5086.535mil       6600mil  T        360.00 RESISTOR  
R25.4      0603             5120mil       6110mil       5120mil       6110mil   5086.535mil       6110mil  T        360.00 RESISTOR  
R25.5      0603             5120mil       5620mil       5120mil       5620mil   5086.535mil       5620mil  T        360.00 RESISTOR  
R25.6      0603             5120mil       5090mil       5120mil       5090mil   5086.535mil       5090mil  T        360.00 RESISTOR  
R25.7      0603             5120mil       4600mil       5120mil       4600mil   5086.535mil       4600mil  T        360.00 RESISTOR  
R25.8      0603             5120mil       4110mil       5120mil       4110mil   5086.535mil       4110mil  T        360.00 RESISTOR  
R25.9      0603             5120mil       3620mil       5120mil       3620mil   5086.535mil       3620mil  T        360.00 RESISTOR  
R25.10     0603             5120mil       3130mil       5120mil       3130mil   5086.535mil       3130mil  T        360.00 RESISTOR  
R26.1      0603             2440mil       7720mil       2440mil       7720mil       2440mil   7753.465mil  T        270.00           
R26.2      0603             2440mil       7230mil       2440mil       7230mil       2440mil   7263.465mil  T        270.00           
R26.3      0603             2440mil       6740mil       2440mil       6740mil       2440mil   6773.465mil  T        270.00           
R26.4      0603             2440mil       6250mil       2440mil       6250mil       2440mil   6283.465mil  T        270.00           
R26.5      0603             2440mil       4740mil       2440mil       4740mil       2440mil   4773.465mil  T        270.00           
R26.6      0603             2440mil       4250mil       2440mil       4250mil       2440mil   4283.465mil  T        270.00           
R26.7      0603             2440mil       3760mil       2440mil       3760mil       2440mil   3793.465mil  T        270.00           
R26.8      0603             2440mil       3270mil       2440mil       3270mil       2440mil   3303.465mil  T        270.00           
R28        0603             6770mil       7550mil       6770mil       7550mil       6770mil   7516.535mil  T         90.00 0.1% 25 ppm/C
R29        0603             6570mil       7800mil       6570mil       7800mil   6536.535mil       7800mil  T        360.00 0.1% 25 ppm/C
U3         SO-G8/E2.5       8000mil       5570mil       8000mil       5570mil       7925mil   5464.685mil  T        360.00 SN75451BD 
U4         F-QFP14X14-G100/N       7470mil       4070mil       7470mil       4070mil   7233.779mil   3767.835mil  T         90.00 XC3S50-4VQ100C Spartan-3
U5         SO-G8/E2.9       8260mil       3550mil       8260mil       3550mil   8150.748mil       3625mil  T        270.00 25LC320/SN
U6         TSSO6x6-G20/X.3       7430mil       4880mil       7430mil       4880mil    7541.22mil   4764.843mil  T         90.00 XCF01S    
U7.1       TSSO3X5-G8/X.4       3280mil       7820mil       3280mil       7820mil   3198.307mil   7858.386mil  T        270.00 AD8510ARM 
U7.2       TSSO3X5-G8/X.4       3280mil       7330mil       3280mil       7330mil   3198.307mil   7368.386mil  T        270.00 AD8510ARM 
U7.3       TSSO3X5-G8/X.4       3280mil       6840mil       3280mil       6840mil   3198.307mil   6878.386mil  T        270.00 AD8510ARM 
U7.4       TSSO3X5-G8/X.4       3280mil       6350mil       3280mil       6350mil   3198.307mil   6388.386mil  T        270.00 AD8510ARM 
U7.5       TSSO3X5-G8/X.4       3260mil       5860mil       3260mil       5860mil   3178.307mil   5898.386mil  T        270.00 AD8510ARM 
U7.6       TSSO3X5-G8/X.4       3260mil       5330mil       3260mil       5330mil   3178.307mil   5368.386mil  T        270.00 AD8510ARM 
U7.7       TSSO3X5-G8/X.4       3280mil       4840mil       3280mil       4840mil   3198.307mil   4878.386mil  T        270.00 AD8510ARM 
U7.8       TSSO3X5-G8/X.4       3280mil       4350mil       3280mil       4350mil   3198.307mil   4388.386mil  T        270.00 AD8510ARM 
U7.9       TSSO3X5-G8/X.4       3280mil       3860mil       3280mil       3860mil   3198.307mil   3898.386mil  T        270.00 AD8510ARM 
U7.10      TSSO3X5-G8/X.4       3280mil       3370mil       3280mil       3370mil   3198.307mil   3408.386mil  T        270.00 AD8510ARM 
U8.1       TSOT-23-8    3551.575mil   7721.614mil       3500mil       7760mil       3500mil       7760mil  T        360.00 LTC6910-1 
U8.2       TSOT-23-8    3551.575mil   7231.614mil       3500mil       7270mil       3500mil       7270mil  T        360.00 LTC6910-1 
U8.3       TSOT-23-8    3551.575mil   6741.614mil       3500mil       6780mil       3500mil       6780mil  T        360.00 LTC6910-1 
U8.4       TSOT-23-8    3551.575mil   6251.614mil       3500mil       6290mil       3500mil       6290mil  T        360.00 LTC6910-1 
U8.5       TSOT-23-8    3531.575mil   5761.614mil       3480mil       5800mil       3480mil       5800mil  T        360.00 LTC6910-1 
U8.6       TSOT-23-8    3531.575mil   5231.614mil       3480mil       5270mil       3480mil       5270mil  T        360.00 LTC6910-1 
U8.7       TSOT-23-8    3551.575mil   4741.614mil       3500mil       4780mil       3500mil       4780mil  T        360.00 LTC6910-1 
U8.8       TSOT-23-8    3551.575mil   4251.614mil       3500mil       4290mil       3500mil       4290mil  T        360.00 LTC6910-1 
U8.9       TSOT-23-8    3551.575mil   3761.614mil       3500mil       3800mil       3500mil       3800mil  T        360.00 LTC6910-1 
U8.10      TSOT-23-8    3551.575mil   3271.614mil       3500mil       3310mil       3500mil       3310mil  T        360.00 LTC6910-1 
U9.1       MSOP8        3343.465mil   7581.614mil       3260mil       7620mil       3260mil       7620mil  T        360.00 ADG619BRM 
U9.2       MSOP8        3343.465mil   7091.614mil       3260mil       7130mil       3260mil       7130mil  T        360.00 ADG619BRM 
U9.3       MSOP8        3343.465mil   6601.614mil       3260mil       6640mil       3260mil       6640mil  T        360.00 ADG619BRM 
U9.4       MSOP8        3343.465mil   6111.614mil       3260mil       6150mil       3260mil       6150mil  T        360.00 ADG619BRM 
U9.5       MSOP8        3323.465mil   5621.614mil       3240mil       5660mil       3240mil       5660mil  T        360.00 ADG619BRM 
U9.6       MSOP8        3323.465mil   5091.614mil       3240mil       5130mil       3240mil       5130mil  T        360.00 ADG619BRM 
U9.7       MSOP8        3343.465mil   4601.614mil       3260mil       4640mil       3260mil       4640mil  T        360.00 ADG619BRM 
U9.8       MSOP8        3343.465mil   4111.614mil       3260mil       4150mil       3260mil       4150mil  T        360.00 ADG619BRM 
U9.9       MSOP8        3343.465mil   3621.614mil       3260mil       3660mil       3260mil       3660mil  T        360.00 ADG619BRM 
U9.10      MSOP8        3343.465mil   3131.614mil       3260mil       3170mil       3260mil       3170mil  T        360.00 ADG619BRM 
U10.1      SO-G14           4660mil       7720mil       4660mil       7720mil       4510mil   7617.638mil  T        360.00 AD8513 AR 
U10.2      SO-G14           4660mil       7230mil       4660mil       7230mil       4510mil   7127.638mil  T        360.00 AD8513 AR 
U10.3      SO-G14           4660mil       6740mil       4660mil       6740mil       4510mil   6637.638mil  T        360.00 AD8513 AR 
U10.4      SO-G14           4660mil       6250mil       4660mil       6250mil       4510mil   6147.638mil  T        360.00 AD8513 AR 
U10.5      SO-G14           4660mil       5760mil       4660mil       5760mil       4510mil   5657.638mil  T        360.00 AD8513 AR 
U10.6      SO-G14           4660mil       5230mil       4660mil       5230mil       4510mil   5127.638mil  T        360.00 AD8513 AR 
U10.7      SO-G14           4660mil       4740mil       4660mil       4740mil       4510mil   4637.638mil  T        360.00 AD8513 AR 
U10.8      SO-G14           4660mil       4250mil       4660mil       4250mil       4510mil   4147.638mil  T        360.00 AD8513 AR 
U10.9      SO-G14           4660mil       3760mil       4660mil       3760mil       4510mil   3657.638mil  T        360.00 AD8513 AR 
U10.10     SO-G14           4660mil       3270mil       4660mil       3270mil       4510mil   3167.638mil  T        360.00 AD8513 AR 
U12.1      SO-G8            2680mil       7720mil       2680mil       7720mil   2577.638mil       7795mil  T        270.00 AD8221AR  
U12.2      SO-G8            2680mil       7230mil       2680mil       7230mil   2577.638mil       7305mil  T        270.00 AD8221AR  
U12.3      SO-G8            2680mil       6740mil       2680mil       6740mil   2577.638mil       6815mil  T        270.00 AD8221AR  
U12.4      SO-G8            2680mil       6250mil       2680mil       6250mil   2577.638mil       6325mil  T        270.00 AD8221AR  
U12.5      SO-G8            2680mil       4740mil       2680mil       4740mil   2577.638mil       4815mil  T        270.00 AD8221AR  
U12.6      SO-G8            2680mil       4250mil       2680mil       4250mil   2577.638mil       4325mil  T        270.00 AD8221AR  
U12.7      SO-G8            2680mil       3760mil       2680mil       3760mil   2577.638mil       3835mil  T        270.00 AD8221AR  
U12.8      SO-G8            2680mil       3270mil       2680mil       3270mil   2577.638mil       3345mil  T        270.00 AD8221AR  
U14        SO-G16/D10       6530mil       3530mil       6530mil       3530mil   6635.315mil       3355mil  T         90.00 IL715-3   
U15        SO-G16/D10       6530mil       4590mil       6530mil       4590mil   6424.685mil       4765mil  T        270.00 IL716-3   
U16        SSO-G16/X.4       3850mil       7480mil       3850mil       7480mil   3760.433mil   7351.063mil  T        360.00 SN74LV595APWR
U17        SSO-G16/X.4       3860mil       4510mil       3860mil       4510mil   3770.433mil   4381.063mil  T          0.00 SN74LV595APWR
U18        SSO-G16/X.4       3850mil       6500mil       3850mil       6500mil   3760.433mil   6371.063mil  T          0.00 SN74LV595APWR
U19        SSO-G16/X.4       3850mil       3530mil       3850mil       3530mil   3760.433mil   3401.063mil  T          0.00 SN74LV595APWR
U20        SSO-G16/X.4       3840mil       5740mil       3840mil       5740mil   3750.433mil   5611.063mil  T          0.00 SN74LV595APWR
U21        SSO-G16/X.4       3840mil       5190mil       3840mil       5190mil   3750.433mil   5061.063mil  T          0.00 SN74LV595APWR
U22        PWP_POWERPAD_-20     7489.8mil       5490mil       7490mil       5490mil       7605mil       5605mil  T        270.00 TPS70245PWP
U23        SO-G8            7320mil       3480mil       7320mil       3480mil   7422.362mil       3405mil  T         90.00 TPS77525D 
U26        TSSO3X5-G8/X.4       6550mil       7560mil       6550mil       7560mil   6511.614mil   7478.307mil  T        360.00 OP1177ARM 
u11        SSO-G14/X.4       2670mil       5730mil       2670mil       5730mil   2798.937mil   5653.229mil  T         90.00 ADG604YRU 
R35        0603             6420mil       4910mil       6420mil       4910mil       6420mil   4876.535mil  T         90.00 RESISTOR  
R38        0603             6220mil       4740mil       6220mil       4740mil       6220mil   4773.465mil  T        270.00 RESISTOR  
R39        0603             6390mil       3250mil       6390mil       3250mil   6423.465mil       3250mil  T        180.00 RESISTOR  
R40        0603             6410mil       4300mil       6410mil       4300mil   6376.535mil       4300mil  T        360.00 RESISTOR  
R41        0603             6210mil       4480mil       6210mil       4480mil   6176.535mil       4480mil  T        360.00 RESISTOR  
R42        0603             6290mil       3450mil       6290mil       3450mil   6256.535mil       3450mil  T        360.00 RESISTOR  
C2.1       3216             5590mil       7890mil       5590mil       7890mil       5590mil   7834.882mil  T         90.00 Tantalum  
C2.2       3216             5600mil       7410mil       5600mil       7410mil       5600mil   7354.882mil  T         90.00 Tantalum  
C2.3       3216             5600mil       6920mil       5600mil       6920mil       5600mil   6864.882mil  T         90.00 Tantalum  
C2.4       3216             5590mil       6430mil       5590mil       6430mil       5590mil   6374.882mil  T         90.00 Tantalum  
C2.5       3216             5590mil       5960mil       5590mil       5960mil       5590mil   5904.882mil  T         90.00 Tantalum  
C2.6       3216             5600mil       5410mil       5600mil       5410mil       5600mil   5354.882mil  T         90.00 Tantalum  
C2.7       3216             5600mil       4950mil       5600mil       4950mil       5600mil   4894.882mil  T         90.00 Tantalum  
C2.8       3216             5600mil       4440mil       5600mil       4440mil       5600mil   4384.882mil  T         90.00 Tantalum  
C2.9       3216             5600mil       3940mil       5600mil       3940mil       5600mil   3884.882mil  T         90.00 Tantalum  
C2.10      3216             5600mil       3450mil       5600mil       3450mil       5600mil   3394.882mil  T         90.00 Tantalum  
C4.1       0603             5430mil       7640mil       5430mil       7640mil   5396.535mil       7640mil  T        360.00 CAPACITOR 
C4.2       0603             5430mil       7150mil       5430mil       7150mil   5396.535mil       7150mil  T        360.00 CAPACITOR 
C4.3       0603             5430mil       6660mil       5430mil       6660mil   5396.535mil       6660mil  T        360.00 CAPACITOR 
C4.4       0603             5430mil       6170mil       5430mil       6170mil   5396.535mil       6170mil  T        360.00 CAPACITOR 
C4.5       0603             5430mil       5680mil       5430mil       5680mil   5396.535mil       5680mil  T        360.00 CAPACITOR 
C4.6       0603             5430mil       5150mil       5430mil       5150mil   5396.535mil       5150mil  T        360.00 CAPACITOR 
C4.7       0603             5430mil       4660mil       5430mil       4660mil   5396.535mil       4660mil  T        360.00 CAPACITOR 
C4.8       0603             5430mil       4170mil       5430mil       4170mil   5396.535mil       4170mil  T        360.00 CAPACITOR 
C4.9       0603             5430mil       3680mil       5430mil       3680mil   5396.535mil       3680mil  T        360.00 CAPACITOR 
C4.10      0603             5430mil       3190mil       5430mil       3190mil   5396.535mil       3190mil  T        360.00 CAPACITOR 
R30.1      0603             5420mil       7740mil       5420mil       7740mil   5386.535mil       7740mil  T        360.00 RESISTOR  
R30.2      0603             5420mil       7250mil       5420mil       7250mil   5386.535mil       7250mil  T        360.00 RESISTOR  
R30.3      0603             5420mil       6760mil       5420mil       6760mil   5386.535mil       6760mil  T        360.00 RESISTOR  
R30.4      0603             5420mil       6270mil       5420mil       6270mil   5386.535mil       6270mil  T        360.00 RESISTOR  
R30.5      0603             5420mil       5780mil       5420mil       5780mil   5386.535mil       5780mil  T        360.00 RESISTOR  
R30.6      0603             5420mil       5250mil       5420mil       5250mil   5386.535mil       5250mil  T        360.00 RESISTOR  
R30.7      0603             5420mil       4760mil       5420mil       4760mil   5386.535mil       4760mil  T        360.00 RESISTOR  
R30.8      0603             5420mil       4270mil       5420mil       4270mil   5386.535mil       4270mil  T        360.00 RESISTOR  
R30.9      0603             5420mil       3780mil       5420mil       3780mil   5386.535mil       3780mil  T        360.00 RESISTOR  
R30.10     0603             5420mil       3290mil       5420mil       3290mil   5386.535mil       3290mil  T        360.00 RESISTOR  
R31        0603             5840mil       3520mil       5840mil       3520mil       5840mil   3553.465mil  T        270.00 RESISTOR  
R32        0603             5840mil       4010mil       5840mil       4010mil       5840mil   4043.465mil  T        270.00 RESISTOR  
R33        0603             5840mil       4500mil       5840mil       4500mil       5840mil   4533.465mil  T        270.00 RESISTOR  
R34        0603             5840mil       4950mil       5840mil       4950mil       5840mil   4983.465mil  T        270.00 RESISTOR  
R36        0603             5840mil       6010mil       5840mil       6010mil       5840mil   6043.465mil  T        270.00 RESISTOR  
R37        0603             5840mil       6490mil       5840mil       6490mil       5840mil   6523.465mil  T        270.00 RESISTOR  
R43        0603             5840mil       6980mil       5840mil       6980mil       5840mil   7013.465mil  T        270.00 RESISTOR  
R44        0603             5850mil       7470mil       5850mil       7470mil       5850mil   7503.465mil  T        270.00 RESISTOR  
R45        0603             5780mil       5390mil       5780mil       5390mil       5780mil   5423.465mil  T        270.00 RESISTOR  
R46        0603             5850mil       7840mil       5850mil       7840mil       5850mil   7873.465mil  T        270.00 RESISTOR  
U1.1       SOT-5            5450mil       7840mil       5450mil       7840mil   5407.677mil   7877.402mil  T        360.00 AD8605RT  
U1.2       SOT-5            5450mil       7350mil       5450mil       7350mil   5407.677mil   7387.402mil  T        360.00 AD8605RT  
U1.3       SOT-5            5450mil       6860mil       5450mil       6860mil   5407.677mil   6897.402mil  T        360.00 AD8605RT  
U1.4       SOT-5            5450mil       6370mil       5450mil       6370mil   5407.677mil   6407.402mil  T        360.00 AD8605RT  
U1.5       SOT-5            5450mil       5880mil       5450mil       5880mil   5407.677mil   5917.402mil  T        360.00 AD8605RT  
U1.6       SOT-5            5450mil       5350mil       5450mil       5350mil   5407.677mil   5387.402mil  T        360.00 AD8605RT  
U1.7       SOT-5            5450mil       4860mil       5450mil       4860mil   5407.677mil   4897.402mil  T        360.00 AD8605RT  
U1.8       SOT-5            5450mil       4370mil       5450mil       4370mil   5407.677mil   4407.402mil  T        360.00 AD8605RT  
U1.9       SOT-5            5450mil       3880mil       5450mil       3880mil   5407.677mil   3917.402mil  T        360.00 AD8605RT  
U1.10      SOT-5            5450mil       3390mil       5450mil       3390mil   5407.677mil   3427.402mil  T        360.00 AD8605RT  
U2.1       AD_RM-10         5640mil       7680mil       5640mil       7680mil   5559.291mil    7719.37mil  T        270.00 AD7685BRM 
U2.2       AD_RM-10         5640mil       7190mil       5640mil       7190mil   5559.291mil    7229.37mil  T        270.00 AD7685BRM 
U2.3       AD_RM-10         5640mil       6700mil       5640mil       6700mil   5559.291mil    6739.37mil  T        270.00 AD7685BRM 
U2.4       AD_RM-10         5640mil       6210mil       5640mil       6210mil   5559.291mil    6249.37mil  T        270.00 AD7685BRM 
U2.5       AD_RM-10         5640mil       5720mil       5640mil       5720mil   5559.291mil    5759.37mil  T        270.00 AD7685BRM 
U2.6       AD_RM-10         5640mil       5190mil       5640mil       5190mil   5559.291mil    5229.37mil  T        270.00 AD7685BRM 
U2.7       AD_RM-10         5640mil       4700mil       5640mil       4700mil   5559.291mil    4739.37mil  T        270.00 AD7685BRM 
U2.8       AD_RM-10         5640mil       4210mil       5640mil       4210mil   5559.291mil    4249.37mil  T        270.00 AD7685BRM 
U2.9       AD_RM-10         5640mil       3720mil       5640mil       3720mil   5559.291mil    3759.37mil  T        270.00 AD7685BRM 
U2.10      AD_RM-10         5640mil       3230mil       5640mil       3230mil   5559.291mil    3269.37mil  T        270.00 AD7685BRM 
C7         3528             6650mil       7120mil       6650mil       7120mil   6709.055mil       7120mil  T        180.00 POLCAP    
R47        0603             6890mil       7120mil       6890mil       7120mil       6890mil   7086.535mil  T         90.00 RESISTOR  
R48        0603             6800mil       7130mil       6800mil       7130mil       6800mil   7163.465mil  T        270.00 RESISTOR  
U13        SOT-5            6900mil       7390mil       6900mil       7390mil   6857.677mil   7427.402mil  T        360.00 AD8605RT  
U24        TSSO3X5-G8/X.4       2990mil       5830mil       2990mil       5830mil   2908.307mil   5868.386mil  T        270.00 AD8510ARM 
U25        TSSO3X5-G8/X.4       2980mil       5310mil       2980mil       5310mil   2898.307mil   5348.386mil  T        270.00 AD8510ARM 
U29        TSSO3X5-G8/X.4       6360mil       7720mil       6360mil       7720mil   6321.614mil   7638.307mil  T          0.00 AD8510ARM 
C27        0603             6800mil       6780mil       6800mil       6780mil   6766.535mil       6780mil  B        360.00 CAPACITOR 
C66        0603             7070mil       6940mil       7070mil       6940mil       7070mil   6973.465mil  B        270.00 CAPACITOR 
C57        0603             3050mil   5297.205mil       3050mil   5297.205mil       3050mil   5330.669mil  B        270.00 CAPACITOR 
C9         0603             8240mil   4014.315mil       8240mil   4014.315mil       8240mil   4047.779mil  B        270.00 CAPACITOR 
C12        0603             7160mil       4180mil       7160mil       4180mil   7193.465mil       4180mil  B        180.00 CAPACITOR 
C13        0603         7164.315mil       3940mil   7164.315mil       3940mil   7197.779mil       3940mil  B        180.00 CAPACITOR 
C14        0603             7310mil   3754.315mil       7310mil   3754.315mil       7310mil    3787.78mil  B        270.00 CAPACITOR 
C15        0603             7610mil   3754.315mil       7610mil   3754.315mil       7610mil   3787.779mil  B        270.00 CAPACITOR 
C16        0603         7775.685mil       3910mil   7775.685mil       3910mil   7742.221mil       3910mil  B        360.00 CAPACITOR 
